Station Position;Payerne
Longitude (?);6.94
Latitude (?);46.81
Altitude (m);491.0

Software Version
Software; UMSS Meteo Routine 1.5
Config; SRS-C50-100, 10.02.2017

Surface Weather
Pressure (hPa);958.9
Temperature (?C);16.6
Humidity (%);88.4
Dewpoint (?C);14.67
Wind Velocity (m/s);0.0
Wind Direction (deg);000
Clouds;15671
Ozone (nb);

Sounding;20170712.00
Start Date;11.07.17
Start Time;22:50:43
Remark;

Sonde;SRS_C50
Serial Number;761
Sonde Identifier;100

ECC Cells
Background Current Ib1 (uA);
Background Current Ib2 (uA);
Pump Performance (s/100ml);
Serial Number ECC;

IWV (mm);34.845

Pressure Level (hPa);1000.0
Altitude (m);134.01

Sounding Data
Rel. Time;Altitude (gpm);Wind Direction (?);Wind Velocity (m/s);Pressure (hPa);Temperature (?C);Humidity (%);Dewpoint (?C);Ozone (nbar);Ozone normalized (nbar);Pump Temperature (K);I ECC cells (uA);Level Flag;LAT (?);LON (?);Channel Temperature (?C)
0;491.02;000;0.0;958.9;16.6;88.4;14.67;;;;;1;46.813429;6.943972;17.39
1;500.23;0.0;0.17;957.87;18.23;86.83;15.88;;;;;0;46.813431;6.943973;17.58
2;504.75;0.0;0.18;957.37;18.27;85.68;15.81;;;;;0;46.813433;6.943978;18.02
3;510.0;0.0;0.22;956.78;18.25;85.15;15.71;;;;;0;46.813434;6.943983;18.15
4;516.95;6.08;0.35;956.01;18.25;84.58;15.63;;;;;4;46.813436;6.943991;18.1
5;519.81;13.73;0.4;955.69;18.27;84.4;15.62;;;;;0;46.813436;6.943994;18.08
6;524.6;24.72;0.48;955.16;18.37;84.18;15.63;;;;;0;46.813433;6.943998;18.09
7;529.44;34.25;0.52;954.62;18.37;84.17;15.65;;;;;0;46.813425;6.943999;18.22
8;536.09;50.3;0.47;953.88;18.46;84.43;15.74;;;;;4;46.813408;6.943994;18.31
9;540.92;65.2;0.41;953.34;18.42;84.6;15.74;;;;;4;46.813396;6.943981;18.38
10;543.76;87.15;0.43;953.03;18.34;84.72;15.73;;;;;0;46.813388;6.943973;18.36
11;548.37;123.07;0.47;952.52;18.34;84.75;15.71;;;;;0;46.813377;6.943958;18.27
12;555.36;173.36;0.53;951.74;18.24;84.45;15.57;;;;;4;46.813371;6.943931;18.25
13;558.43;183.73;0.71;951.4;18.22;84.17;15.5;;;;;0;46.813374;6.943922;18.16
14;565.55;200.21;1.19;950.61;18.18;83.33;15.34;;;;;4;46.813388;6.943908;18.14
15;568.84;204.04;1.42;950.25;18.17;82.88;15.27;;;;;0;46.813398;6.943907;18.15
16;574.22;209.26;1.82;949.65;18.22;82.13;15.15;;;;;0;46.813418;6.943914;18.2
17;579.17;212.83;2.2;949.11;18.3;81.37;15.04;;;;;0;46.813442;6.943927;18.27
18;583.9;215.6;2.56;948.58;18.28;80.74;14.92;;;;;0;46.813466;6.943948;18.29
19;591.1;218.42;3.0;947.79;18.35;79.9;14.76;;;;;4;46.8135;6.943997;18.33
20;594.17;218.94;3.12;947.45;18.32;79.55;14.69;;;;;0;46.813515;6.944017;18.38
21;599.68;219.82;3.31;946.84;18.22;79.12;14.58;;;;;0;46.813542;6.944055;18.3
22;604.91;220.32;3.45;946.27;18.22;78.75;14.48;;;;;0;46.813568;6.944099;18.23
23;610.01;220.41;3.52;945.7;18.24;78.46;14.43;;;;;0;46.813594;6.944147;18.21
24;615.31;220.23;3.52;945.12;18.35;78.2;14.42;;;;;0;46.81362;6.944195;18.33
25;619.83;219.97;3.5;944.62;18.34;77.95;14.41;;;;;0;46.813644;6.944241;18.35
26;624.33;219.69;3.46;944.13;18.34;77.78;14.39;;;;;0;46.813669;6.944281;18.35
27;629.08;219.44;3.4;943.61;18.3;77.74;14.35;;;;;0;46.813694;6.944311;18.34
28;638.23;219.45;3.28;942.6;18.18;77.75;14.23;;;;;2;46.813748;6.944342;18.25
29;638.44;219.46;3.28;942.58;18.17;77.75;14.23;;;;;0;46.813749;6.944342;18.25
30;643.09;219.89;3.23;942.07;18.1;77.69;14.17;;;;;0;46.813776;6.944351;18.2
31;647.85;220.67;3.19;941.55;18.14;77.59;14.12;;;;;0;46.813798;6.944358;18.17
32;653.05;221.83;3.17;940.98;18.01;77.28;14.04;;;;;0;46.813817;6.944369;18.08
33;658.85;223.35;3.16;940.34;18.12;76.69;14.03;;;;;0;46.813832;6.944386;18.27
34;664.5;225.19;3.16;939.72;18.57;75.83;14.14;;;;;0;46.813846;6.944412;18.42
35;669.61;227.29;3.17;939.16;18.68;74.74;14.14;;;;;0;46.813861;6.944447;18.45
36;674.37;229.51;3.2;938.64;19.05;73.49;14.2;;;;;0;46.813879;6.944488;18.59
37;679.18;231.75;3.24;938.12;19.32;72.16;14.16;;;;;0;46.813902;6.944533;18.89
38;684.19;233.96;3.28;937.57;19.38;70.83;13.93;;;;;0;46.813927;6.944578;19.1
39;689.22;236.03;3.33;937.03;19.34;69.68;13.77;;;;;0;46.813953;6.944618;19.2
40;694.22;237.9;3.38;936.48;19.62;68.59;13.69;;;;;0;46.813976;6.944654;19.16
41;699.06;239.55;3.43;935.96;19.76;67.79;13.66;;;;;0;46.813994;6.944685;19.45
42;707.38;241.69;3.51;935.06;19.95;67.22;13.68;;;;;2;46.814011;6.944738;19.62
43;710.81;242.41;3.54;934.69;19.99;67.18;13.72;;;;;2;46.814015;6.944763;19.48
44;714.25;243.0;3.57;934.31;20.0;67.43;13.76;;;;;0;46.814016;6.944789;19.49
45;718.77;243.73;3.61;933.82;19.98;67.77;13.81;;;;;0;46.814019;6.944833;19.76
46;723.4;244.26;3.64;933.32;19.92;68.12;13.87;;;;;0;46.814025;6.944884;19.78
47;728.5;244.59;3.68;932.77;19.92;68.53;13.95;;;;;0;46.814036;6.944942;19.71
48;733.58;244.78;3.71;932.22;19.89;68.95;14.01;;;;;0;46.814054;6.945002;19.8
49;738.31;244.86;3.74;931.71;19.84;69.33;14.06;;;;;0;46.814075;6.945058;19.72
50;742.79;244.87;3.77;931.23;19.82;69.67;14.11;;;;;0;46.814097;6.945105;19.68
51;747.4;244.86;3.81;930.73;19.8;69.96;14.15;;;;;0;46.814118;6.945147;19.68
52;752.54;244.86;3.85;930.18;19.79;70.2;14.18;;;;;0;46.814135;6.945182;19.7
53;760.67;245.0;3.92;929.3;19.71;70.53;14.2;;;;;2;46.814154;6.945231;19.66
54;763.19;245.05;3.94;929.03;19.68;70.61;14.18;;;;;0;46.814157;6.945247;19.64
55;768.55;245.32;3.99;928.45;19.59;70.74;14.14;;;;;0;46.814165;6.945284;19.6
56;773.61;245.7;4.05;927.91;19.58;70.81;14.13;;;;;0;46.814175;6.945327;19.53
57;778.47;246.08;4.1;927.39;19.56;70.81;14.12;;;;;0;46.814188;6.945378;19.49
58;783.18;246.58;4.16;926.88;19.56;70.78;14.11;;;;;0;46.814205;6.945434;19.38
59;787.82;247.23;4.23;926.38;19.56;70.74;14.1;;;;;0;46.814228;6.945491;19.54
60;792.71;247.93;4.29;925.86;19.54;70.76;14.09;;;;;0;46.814254;6.945546;19.49
61;800.69;249.08;4.38;925.0;19.52;70.99;14.1;;;;;10;46.81429;6.945623;19.39
62;803.37;249.48;4.41;924.71;19.48;71.13;14.11;;;;;0;46.814298;6.945648;19.4
63;808.68;250.28;4.46;924.14;19.41;71.5;14.13;;;;;0;46.814313;6.945698;19.42
64;813.64;251.08;4.51;923.61;19.38;71.98;14.19;;;;;0;46.814322;6.945748;19.37
65;818.25;251.84;4.54;923.12;19.3;72.49;14.25;;;;;0;46.814329;6.945802;19.34
66;822.65;252.6;4.57;922.65;19.25;73.01;14.31;;;;;0;46.814334;6.945862;19.35
67;827.09;253.31;4.59;922.17;19.27;73.45;14.38;;;;;0;46.814341;6.945928;19.35
68;831.72;253.97;4.6;921.68;19.26;73.65;14.41;;;;;0;46.814352;6.946;19.28
69;836.47;254.57;4.61;921.17;19.19;73.77;14.38;;;;;0;46.814366;6.946075;19.24
70;841.16;255.12;4.6;920.67;19.14;73.66;14.33;;;;;0;46.814382;6.946148;19.18
71;845.27;255.6;4.59;920.23;19.14;73.35;14.25;;;;;0;46.814396;6.946216;19.13
72;849.27;256.04;4.57;919.8;19.09;72.92;14.11;;;;;0;46.81441;6.946278;19.11
73;853.68;256.44;4.55;919.33;19.02;72.42;13.94;;;;;0;46.814419;6.94633;19.07
74;858.37;256.8;4.53;918.83;18.93;71.9;13.75;;;;;0;46.814424;6.946378;19.0
75;863.33;257.1;4.51;918.3;18.85;71.37;13.56;;;;;0;46.814426;6.946427;18.95
76;868.19;257.36;4.5;917.78;18.79;70.85;13.39;;;;;0;46.814428;6.946478;18.91
77;872.62;257.63;4.48;917.31;18.74;70.36;13.24;;;;;0;46.814433;6.946532;18.78
78;876.96;257.89;4.47;916.84;18.7;69.96;13.11;;;;;0;46.81444;6.946592;18.74
79;881.62;258.11;4.45;916.35;18.7;69.71;13.06;;;;;0;46.814451;6.946651;18.76
80;886.48;258.26;4.45;915.83;18.72;69.63;13.05;;;;;0;46.814464;6.94671;18.77
81;893.56;258.39;4.45;915.08;18.7;69.79;13.06;;;;;4;46.814485;6.946782;18.78
82;896.72;258.4;4.45;914.74;18.61;69.94;13.03;;;;;0;46.814494;6.946812;18.76
83;901.72;258.38;4.46;914.21;18.59;70.23;13.08;;;;;0;46.814504;6.946861;18.72
84;906.43;258.28;4.46;913.71;18.61;70.52;13.15;;;;;0;46.814512;6.94691;18.71
85;910.93;258.1;4.47;913.23;18.65;70.77;13.2;;;;;0;46.814516;6.946961;18.68
86;915.58;257.84;4.48;912.73;18.59;70.98;13.23;;;;;0;46.814514;6.947019;18.7
87;920.44;257.5;4.49;912.22;18.57;71.17;13.24;;;;;0;46.814511;6.947087;18.65
88;925.08;257.08;4.51;911.73;18.55;71.37;13.27;;;;;0;46.814509;6.94716;18.63
89;929.64;256.58;4.52;911.24;18.51;71.61;13.3;;;;;0;46.814512;6.947235;18.6
90;934.1;256.04;4.54;910.77;18.47;71.88;13.32;;;;;0;46.814519;6.947308;18.59
91;938.45;255.45;4.56;910.31;18.52;72.21;13.36;;;;;0;46.814532;6.947374;18.59
92;943.06;254.83;4.58;909.82;18.44;72.56;13.4;;;;;0;46.814548;6.947429;18.54
93;947.86;254.18;4.61;909.31;18.34;72.95;13.42;;;;;0;46.814565;6.947477;18.48
94;952.57;253.54;4.64;908.81;18.33;73.35;13.48;;;;;0;46.814581;6.94752;18.54
95;956.95;252.91;4.68;908.35;18.4;73.64;13.56;;;;;0;46.814594;6.947556;18.51
96;961.39;252.3;4.72;907.88;18.46;73.89;13.63;;;;;0;46.814605;6.947601;18.53
97;966.12;251.72;4.77;907.38;18.42;74.14;13.68;;;;;0;46.814615;6.947657;18.53
98;970.97;251.17;4.82;906.87;18.35;74.2;13.68;;;;;0;46.814626;6.947713;18.49
99;975.79;250.66;4.88;906.36;18.33;74.09;13.62;;;;;0;46.814638;6.94777;18.45
100;980.59;250.18;4.94;905.85;18.26;73.89;13.53;;;;;0;46.814653;6.947836;18.41
101;985.2;249.74;5.0;905.37;18.22;73.65;13.43;;;;;0;46.814672;6.947909;18.34
102;989.51;249.33;5.07;904.91;18.16;73.42;13.33;;;;;0;46.814694;6.947978;18.29
103;993.98;248.95;5.14;904.44;18.13;73.24;13.27;;;;;0;46.814716;6.948044;18.22
104;998.56;248.59;5.2;903.96;18.12;73.14;13.23;;;;;0;46.814736;6.948104;18.22
105;1003.49;248.26;5.27;903.44;18.1;73.12;13.2;;;;;0;46.814752;6.948162;18.22
106;1008.68;247.94;5.34;902.89;18.04;73.19;13.16;;;;;0;46.814765;6.948222;18.17
107;1013.63;247.63;5.41;902.37;17.98;73.32;13.14;;;;;0;46.814776;6.948284;18.15
108;1018.49;247.33;5.48;901.86;17.96;73.47;13.14;;;;;0;46.814788;6.948349;18.12
109;1023.22;247.04;5.54;901.36;17.87;73.57;13.09;;;;;0;46.814804;6.948422;18.06
110;1028.02;246.75;5.61;900.86;17.83;73.55;13.03;;;;;0;46.814825;6.948498;18.03
111;1032.88;246.47;5.67;900.35;17.76;73.41;12.94;;;;;0;46.81485;6.948572;17.97
112;1037.75;246.18;5.73;899.84;17.7;73.21;12.84;;;;;0;46.814879;6.948643;17.91
113;1042.3;245.9;5.79;899.36;17.63;73.06;12.76;;;;;0;46.814906;6.948708;17.78
114;1046.84;245.63;5.85;898.88;17.59;73.06;12.71;;;;;0;46.814932;6.948772;17.73
115;1051.71;245.35;5.91;898.37;17.56;73.31;12.73;;;;;0;46.814955;6.94884;17.72
116;1056.69;245.09;5.96;897.85;17.52;73.78;12.79;;;;;0;46.814973;6.948908;17.7
117;1061.85;244.84;6.02;897.31;17.49;74.44;12.89;;;;;0;46.814988;6.948982;17.7
118;1066.91;244.6;6.07;896.78;17.5;75.18;13.04;;;;;0;46.815003;6.94906;17.7
119;1071.66;244.37;6.12;896.28;17.45;75.93;13.16;;;;;0;46.815022;6.949141;17.68
120;1075.96;244.18;6.18;895.83;17.44;76.63;13.29;;;;;0;46.815044;6.949221;17.63
121;1079.99;244.01;6.23;895.41;17.43;77.27;13.4;;;;;0;46.815072;6.949299;17.58
122;1084.13;243.85;6.29;894.97;17.38;77.86;13.47;;;;;0;46.815104;6.949369;17.55
123;1088.67;243.68;6.34;894.5;17.34;78.44;13.56;;;;;0;46.815138;6.949435;17.53
124;1093.51;243.51;6.4;893.99;17.33;79.02;13.66;;;;;0;46.815172;6.949497;17.47
125;1098.35;243.34;6.46;893.49;17.33;79.61;13.76;;;;;0;46.8152;6.949557;17.46
126;1103.16;243.2;6.52;892.99;17.33;80.14;13.85;;;;;0;46.815225;6.949622;17.51
127;1107.9;243.07;6.58;892.49;17.29;80.65;13.92;;;;;0;46.815246;6.949693;17.57
128;1112.83;242.94;6.65;891.98;17.21;81.01;13.92;;;;;0;46.815266;6.949771;17.5
129;1117.93;242.82;6.72;891.45;17.17;81.15;13.91;;;;;0;46.815286;6.949861;17.44
130;1122.87;242.69;6.79;890.93;17.17;81.08;13.86;;;;;0;46.815309;6.949953;17.3
131;1127.67;242.56;6.86;890.43;17.06;80.85;13.75;;;;;0;46.815335;6.950046;17.3
132;1132.35;242.41;6.94;889.95;17.0;80.52;13.63;;;;;0;46.815365;6.950138;17.29
133;1136.96;242.26;7.03;889.47;16.96;80.18;13.52;;;;;0;46.815401;6.950221;17.16
134;1141.48;242.11;7.12;888.99;16.93;79.89;13.43;;;;;0;46.815437;6.950299;17.1
135;1146.14;241.95;7.21;888.51;16.87;79.71;13.35;;;;;0;46.815473;6.950371;17.12
136;1151.05;241.78;7.31;888.0;16.82;79.57;13.27;;;;;0;46.815504;6.950439;17.05
137;1156.08;241.6;7.42;887.48;16.81;79.47;13.23;;;;;0;46.815529;6.950508;17.01
138;1161.33;241.42;7.53;886.93;16.8;79.4;13.2;;;;;0;46.815553;6.950583;17.01
139;1166.54;241.25;7.64;886.39;16.77;79.32;13.14;;;;;0;46.815575;6.950665;16.95
140;1171.38;241.07;7.76;885.89;16.69;79.22;13.06;;;;;0;46.815599;6.950752;16.91
141;1175.99;240.9;7.88;885.41;16.62;79.12;12.99;;;;;0;46.815628;6.950847;16.83
142;1180.41;240.73;8.01;884.95;16.59;79.02;12.94;;;;;0;46.815663;6.950948;16.81
143;1184.82;240.56;8.13;884.5;16.61;78.97;12.93;;;;;0;46.815705;6.951046;16.78
144;1189.4;240.4;8.26;884.02;16.56;78.99;12.9;;;;;0;46.81575;6.951142;16.76
145;1194.15;240.25;8.38;883.53;16.6;79.08;12.93;;;;;0;46.815797;6.951237;16.75
146;1198.96;240.11;8.5;883.03;16.51;79.23;12.9;;;;;0;46.815842;6.95133;16.72
147;1203.91;239.97;8.62;882.52;16.42;79.42;12.87;;;;;0;46.815883;6.951426;16.68
148;1209.22;239.84;8.73;881.97;16.44;79.6;12.86;;;;;0;46.81592;6.951525;16.64
149;1214.69;239.71;8.84;881.4;16.37;79.78;12.86;;;;;0;46.815954;6.951627;16.53
150;1220.02;239.59;8.94;880.85;16.33;79.93;12.86;;;;;0;46.815987;6.951734;16.51
151;1224.89;239.47;9.04;880.35;16.31;80.06;12.86;;;;;0;46.816023;6.951844;16.5
152;1229.38;239.35;9.13;879.89;16.28;80.18;12.85;;;;;0;46.816064;6.951956;16.48
153;1233.74;239.24;9.21;879.44;16.25;80.31;12.85;;;;;0;46.81611;6.952066;16.47
154;1238.37;239.13;9.29;878.96;16.26;80.43;12.86;;;;;0;46.816161;6.952175;16.47
155;1243.33;239.02;9.36;878.45;16.16;80.57;12.83;;;;;0;46.816213;6.952278;16.46
156;1248.5;238.91;9.43;877.92;16.13;80.7;12.8;;;;;0;46.816267;6.952384;16.35
157;1253.37;238.8;9.49;877.41;16.1;80.82;12.79;;;;;0;46.816313;6.952481;16.36
158;1260.25;238.67;9.57;876.71;16.06;80.93;12.78;;;;;4;46.816373;6.952621;16.25
159;1263.45;238.61;9.6;876.38;16.05;80.97;12.78;;;;;0;46.816396;6.952689;16.26
160;1268.87;238.53;9.65;875.82;16.04;81.01;12.77;;;;;0;46.816432;6.952801;16.28
161;1274.19;238.46;9.69;875.27;16.02;81.04;12.77;;;;;0;46.816468;6.952913;16.34
162;1279.3;238.41;9.73;874.75;16.05;81.06;12.79;;;;;0;46.816506;6.953029;16.39
163;1284.19;238.38;9.77;874.25;16.05;81.07;12.77;;;;;0;46.816549;6.953151;16.22
164;1288.85;238.37;9.8;873.77;15.96;81.07;12.72;;;;;0;46.816598;6.953271;16.28
165;1293.58;238.39;9.83;873.28;15.94;81.06;12.68;;;;;0;46.816651;6.953382;16.33
166;1298.74;238.44;9.86;872.75;15.91;81.02;12.66;;;;;0;46.816714;6.953494;16.12
167;1303.58;238.52;9.89;872.26;15.91;80.98;12.64;;;;;0;46.816771;6.95359;16.07
168;1307.92;238.61;9.92;871.81;15.89;80.93;12.6;;;;;0;46.816829;6.953685;16.06
169;1312.36;238.74;9.94;871.36;15.82;80.85;12.54;;;;;0;46.816885;6.953787;16.09
170;1317.11;238.89;9.97;870.87;15.78;80.76;12.48;;;;;0;46.816934;6.953889;16.01
171;1322.27;239.05;10.0;870.34;15.77;80.66;12.45;;;;;0;46.816976;6.953995;15.99
172;1327.64;239.23;10.03;869.8;15.79;80.58;12.43;;;;;0;46.817015;6.954109;15.98
173;1333.1;239.41;10.06;869.24;15.69;80.56;12.37;;;;;0;46.817053;6.95423;15.92
174;1338.26;239.58;10.09;868.71;15.66;80.63;12.33;;;;;0;46.817093;6.954355;15.93
175;1343.13;239.75;10.13;868.21;15.6;80.78;12.32;;;;;0;46.817135;6.954482;15.86
176;1348.2;239.9;10.17;867.7;15.59;80.98;12.33;;;;;0;46.81718;6.954602;15.78
177;1353.68;240.04;10.21;867.14;15.57;81.17;12.35;;;;;0;46.817225;6.954718;15.74
178;1359.24;240.14;10.25;866.57;15.53;81.34;12.34;;;;;0;46.817269;6.954828;15.72
179;1364.66;240.22;10.29;866.02;15.49;81.47;12.32;;;;;0;46.817314;6.954933;15.7
180;1369.98;240.27;10.33;865.48;15.48;81.53;12.29;;;;;0;46.817359;6.955038;15.66
181;1375.17;240.24;10.37;864.95;15.41;81.58;12.27;;;;;0;46.8174;6.955146;15.65
182;1380.42;240.17;10.41;864.41;15.37;81.57;12.23;;;;;0;46.817442;6.955264;15.67
183;1385.51;240.1;10.45;863.9;15.32;81.51;12.17;;;;;0;46.817487;6.955391;15.74
184;1390.87;240.03;10.49;863.35;15.28;81.42;12.12;;;;;0;46.817535;6.955528;15.45
185;1396.31;239.96;10.53;862.8;15.25;81.33;12.06;;;;;0;46.817583;6.955666;15.48
186;1401.39;239.82;10.56;862.28;15.21;81.24;12.01;;;;;0;46.817635;6.955802;15.45
187;1406.34;239.64;10.6;861.78;15.17;81.16;11.96;;;;;0;46.817689;6.955932;15.36
188;1411.3;239.43;10.63;861.28;15.13;81.1;11.91;;;;;0;46.817741;6.956057;15.4
189;1416.22;239.18;10.67;860.78;15.04;81.1;11.87;;;;;0;46.817792;6.956175;15.4
190;1421.23;238.91;10.71;860.27;15.05;81.12;11.83;;;;;0;46.81784;6.956281;15.32
191;1426.59;238.61;10.75;859.73;14.99;81.2;11.79;;;;;0;46.817883;6.956389;15.26
192;1432.14;238.29;10.79;859.16;14.94;81.35;11.76;;;;;0;46.817924;6.956501;15.21
193;1437.76;237.96;10.84;858.6;14.86;81.52;11.74;;;;;0;46.817965;6.956615;15.14
194;1443.3;237.61;10.89;858.04;14.87;81.7;11.75;;;;;0;46.818009;6.956734;15.08
195;1448.66;237.25;10.94;857.49;14.81;81.91;11.77;;;;;0;46.818059;6.956862;15.04
196;1454.04;236.88;11.0;856.95;14.8;82.12;11.79;;;;;0;46.818116;6.95699;15.0
197;1459.08;236.51;11.06;856.44;14.81;82.37;11.82;;;;;0;46.818175;6.957114;15.03
198;1463.79;236.15;11.13;855.96;14.76;82.67;11.84;;;;;0;46.818235;6.957235;15.06
199;1468.66;235.81;11.2;855.47;14.7;82.98;11.84;;;;;0;46.818294;6.95735;14.99
200;1473.94;235.47;11.26;854.94;14.65;83.31;11.83;;;;;0;46.818349;6.957463;14.88
201;1479.5;235.19;11.33;854.38;14.57;83.62;11.84;;;;;0;46.818403;6.957581;14.91
202;1484.8;234.93;11.4;853.85;14.55;83.86;11.84;;;;;0;46.818456;6.957704;14.81
203;1492.52;234.56;11.51;853.07;14.48;84.04;11.8;;;;;20;46.818541;6.957897;14.76
204;1494.81;234.49;11.53;852.84;14.45;84.03;11.78;;;;;0;46.81857;6.957958;14.74
205;1499.75;234.34;11.59;852.34;14.42;83.91;11.73;;;;;0;46.818635;6.958087;14.7
206;1504.69;234.24;11.65;851.84;14.43;83.66;11.69;;;;;0;46.818704;6.958214;14.65
207;1509.99;234.19;11.7;851.31;14.45;83.34;11.65;;;;;0;46.818776;6.958337;14.63
208;1515.79;234.19;11.74;850.73;14.39;83.0;11.54;;;;;0;46.818854;6.958457;14.65
209;1523.03;234.24;11.78;850.0;14.35;82.62;11.43;;;;;10;46.81895;6.958606;14.57
210;1527.45;234.3;11.81;849.56;14.32;82.47;11.37;;;;;0;46.819005;6.958696;14.63
211;1537.14;234.49;11.84;848.58;14.24;82.34;11.26;;;;;2;46.819128;6.9589;14.48
212;1538.52;234.52;11.84;848.45;14.22;82.34;11.25;;;;;0;46.819143;6.958931;14.47
213;1543.94;234.65;11.85;847.9;14.18;82.38;11.22;;;;;0;46.819202;6.959054;14.45
214;1549.14;234.79;11.85;847.38;14.17;82.44;11.21;;;;;0;46.819257;6.959185;14.41
215;1554.15;234.91;11.85;846.88;14.13;82.48;11.18;;;;;0;46.819307;6.959325;14.48
216;1559.11;235.02;11.84;846.38;14.09;82.51;11.15;;;;;0;46.819357;6.959469;14.46
217;1564.11;235.1;11.83;845.88;14.03;82.55;11.1;;;;;0;46.819412;6.959617;14.3
218;1569.22;235.16;11.82;845.37;13.99;82.63;11.07;;;;;0;46.819469;6.95976;14.21
219;1574.27;235.19;11.8;844.87;13.91;82.77;11.03;;;;;0;46.81953;6.959897;14.22
220;1579.14;235.19;11.78;844.38;13.84;82.97;11.0;;;;;0;46.819591;6.960025;14.18
221;1583.81;235.16;11.77;843.91;13.81;83.22;11.01;;;;;0;46.81965;6.960142;14.06
222;1588.78;235.1;11.75;843.42;13.79;83.47;11.03;;;;;0;46.81971;6.960263;14.05
223;1594.06;235.02;11.73;842.89;13.74;83.7;11.03;;;;;0;46.819767;6.960387;14.03
224;1599.56;234.93;11.72;842.34;13.67;83.91;11.02;;;;;0;46.819823;6.960511;13.96
225;1605.12;234.82;11.7;841.79;13.69;84.05;11.03;;;;;0;46.819879;6.960636;13.95
226;1610.38;234.71;11.7;841.26;13.63;84.14;10.99;;;;;0;46.819941;6.960765;13.96
227;1615.54;234.61;11.7;840.75;13.55;84.19;10.93;;;;;0;46.820005;6.960892;13.88
228;1620.71;234.5;11.7;840.23;13.5;84.24;10.89;;;;;0;46.82007;6.961013;13.83
229;1625.88;234.39;11.7;839.72;13.46;84.3;10.87;;;;;0;46.820138;6.96113;13.75
230;1630.91;234.29;11.7;839.22;13.43;84.39;10.85;;;;;0;46.820205;6.96124;13.74
231;1635.81;234.2;11.71;838.73;13.41;84.52;10.84;;;;;0;46.820272;6.961349;13.67
232;1640.42;234.12;11.72;838.27;13.37;84.7;10.84;;;;;0;46.820335;6.961466;13.67
233;1645.05;234.05;11.74;837.81;13.32;84.91;10.83;;;;;0;46.820392;6.961586;13.61
234;1649.99;233.99;11.76;837.32;13.26;85.14;10.82;;;;;0;46.820446;6.961706;13.59
235;1655.03;233.94;11.78;836.82;13.24;85.36;10.81;;;;;0;46.820497;6.961834;13.6
236;1660.22;233.89;11.8;836.31;13.12;85.54;10.77;;;;;0;46.820553;6.961975;13.47
237;1665.23;233.84;11.83;835.81;13.12;85.69;10.77;;;;;0;46.820615;6.962121;13.44
238;1669.93;233.82;11.85;835.35;13.11;85.81;10.77;;;;;0;46.820679;6.962264;13.4
239;1674.39;233.8;11.88;834.9;13.07;85.94;10.76;;;;;0;46.820744;6.962396;13.29
240;1678.94;233.79;11.91;834.45;13.02;86.08;10.74;;;;;0;46.820814;6.962523;13.29
241;1683.81;233.77;11.94;833.97;12.97;86.24;10.72;;;;;0;46.820887;6.962642;13.35
242;1688.75;233.78;11.97;833.48;12.93;86.4;10.7;;;;;0;46.820955;6.962754;13.27
243;1693.68;233.81;12.01;832.99;12.87;86.54;10.67;;;;;0;46.821021;6.962863;13.22
244;1698.46;233.86;12.04;832.52;12.86;86.68;10.67;;;;;0;46.821083;6.962973;13.21
245;1703.14;233.9;12.07;832.06;12.8;86.84;10.66;;;;;0;46.821143;6.963094;13.17
246;1707.8;233.95;12.11;831.6;12.76;87.03;10.64;;;;;0;46.821204;6.963222;13.14
247;1712.75;234.01;12.14;831.11;12.7;87.3;10.65;;;;;0;46.821268;6.963355;13.02
248;1717.78;234.09;12.18;830.61;12.64;87.69;10.66;;;;;0;46.821333;6.963487;12.94
249;1722.94;234.18;12.21;830.1;12.6;88.11;10.68;;;;;0;46.821401;6.963622;12.89
250;1728.3;234.27;12.25;829.58;12.57;88.55;10.72;;;;;0;46.821471;6.963757;12.87
251;1733.5;234.36;12.28;829.06;12.53;89.0;10.76;;;;;0;46.821536;6.963887;12.83
252;1738.7;234.45;12.31;828.55;12.49;89.35;10.78;;;;;0;46.821599;6.964017;12.77
253;1743.71;234.55;12.34;828.06;12.44;89.65;10.78;;;;;0;46.82166;6.964148;12.73
254;1748.48;234.64;12.37;827.59;12.41;89.85;10.77;;;;;0;46.821719;6.964283;12.66
255;1753.19;234.73;12.39;827.12;12.32;89.97;10.73;;;;;0;46.821779;6.964423;12.73
256;1757.95;234.82;12.42;826.65;12.26;90.07;10.68;;;;;0;46.821841;6.964565;12.69
257;1762.88;234.91;12.44;826.17;12.22;90.13;10.65;;;;;0;46.821907;6.964708;12.54
258;1767.9;235.01;12.46;825.68;12.2;90.17;10.61;;;;;0;46.821978;6.96485;12.51
259;1772.93;235.1;12.48;825.18;12.14;90.21;10.59;;;;;0;46.822052;6.964987;12.5
260;1777.81;235.2;12.5;824.7;12.14;90.25;10.57;;;;;0;46.822122;6.965117;12.39
261;1782.72;235.31;12.52;824.22;12.07;90.33;10.53;;;;;0;46.822188;6.965243;12.34
262;1787.66;235.41;12.54;823.74;12.01;90.44;10.49;;;;;0;46.82225;6.965366;12.33
263;1792.5;235.52;12.56;823.26;11.95;90.6;10.46;;;;;0;46.822307;6.965491;12.35
264;1797.45;235.63;12.59;822.78;11.91;90.82;10.45;;;;;0;46.822365;6.965625;12.33
265;1802.63;235.74;12.63;822.27;11.87;91.13;10.46;;;;;0;46.822425;6.965764;12.23
